% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=641995, Tue Jan 16 20:01:48 2024, <python>{}</python>
1 15 0.09465921393164614 0 0 0.09473561002908938 0.09449141616552399 0.09443857896562416 0.09450529522342382 0.09454574191229516 0.09471269510438544 0.09473903313286464 0.09460304738772556 0.09468382079271448 0.09448283827237762 0.0947265804992629 0.0947306986329868 0.09479987705858017 0.0943255096802103 0.09462528542375555 0.09460794911403937 0.09437636695858924 0.09459384469692199 0.09462757222355785 0.09461564741139751 0.09466824090802173 0.09450492505233382 0.09436762528846665 0.09441084963964358 0.09450725051782617 0.09464631874754503 0.09471192415019165 0.09458468640565583 0.0946413792764098 0.09457973524852148 0.0945443377281724 0.09515949528364968 0.09513006541558702 0.09462603546360551 0.09458683690610355 0.09460126992444953 0.09453162318204694 0.09460406189003509 0.09453638832249302 0.09430502905072576 0.09459486335354206
2 30 0.09030220748068987 0 0 0.08994771956372394 0.0901348236463134 0.09006153248739104 0.08975402528558876 0.09017317711100425 0.09012493022601568 0.09017745205394027 0.09025765492781736 0.09035143021613654 0.09009851484237288 0.09030114868571557 0.09029596567864602 0.09044557460743631 0.08991963583813492 0.09038281240275152 0.09044971329703876 0.08974977686350173 0.09018487408421273 0.09027250080988894 0.09026755882331376 0.09038944939442158 0.09014657419243712 0.09003476650463722 0.08992817865894277 0.09014684840727759 0.09001583402282133 0.09034438841357745 0.09000227974117118 0.0901791150113934 0.09005665083949187 0.09019474092436258 0.09054798592997217 0.09059158653261373 0.0902895151732555 0.09033821939398988 0.09029509666154308 0.08986822012280436 0.09022207224971417 0.09021147203041117 0.09011578315117756 0.09017085106676935
3 45 0.08645366191167206 0 0 0.08612584055826925 0.08603601507077853 0.08623513455428075 0.08588857414034753 0.0864297867775923 0.08627373896655462 0.08600526733729709 0.0861661906047617 0.08634869927708988 0.08640565167135472 0.08642339766163741 0.08666458382630784 0.08675429794721348 0.08610182089269462 0.08649839745356341 0.08658859354328843 0.08584831245962063 0.08634761069344113 0.0864098204184444 0.08614951876963403 0.08643699344622763 0.08613761707400336 0.08612881773915394 0.0857337018834868 0.086187419924699 0.08602850349032796 0.08625724185542988 0.08603667421574444 0.08622269872547404 0.0859963177711854 0.08628748788479783 0.08656813806902146 0.08677843897742431 0.0862943471673412 0.08645401671976004 0.08657257742931322 0.08602164201463228 0.0865469570638429 0.0864170319691077 0.08617290874395513 0.08631767782678722
4 60 0.08313625364339239 0 0 0.08281240276260435 0.0827402537141251 0.08262429644526215 0.08256957150541036 0.08307286846406758 0.08284515206792135 0.0828207923975274 0.08282578116210212 0.08297124422812639 0.08298646258077882 0.08302591640225007 0.08322796202848354 0.08330871115784741 0.08279762317217643 0.08321538885395487 0.08316913276476319 0.08224746345112863 0.08325101598247987 0.08293174269257046 0.0826561939603907 0.08312033078090764 0.08282010893909353 0.08289705948881122 0.08230452332245457 0.08291764297521288 0.0826393752898766 0.08286141725568337 0.08280240731241878 0.08288126772338109 0.08254512353629669 0.08300313868826355 0.08293139521093268 0.0835251953131336 0.08307696212406887 0.08313262009649923 0.0833189885140659 0.0827336425640088 0.08321497038201563 0.08296889920157907 0.08289238071002113 0.08296711773378226
5 75 0.07868804677092668 0 0 0.07831063200979459 0.07818682216121442 0.07841834931342326 0.0781310428592405 0.07838011547033734 0.07832143053252309 0.07839403210268381 0.07869957714813303 0.07833448583294393 0.07854993023618588 0.07851158772778077 0.07893369977283035 0.07864729102710025 0.07820150068449612 0.07864951483730513 0.07873166316677259 0.07783215396393744 0.07889847648522888 0.07840226621560845 0.0781839131377366 0.0786012597959133 0.07833509882490486 0.078303953533029 0.07783949507931184 0.0784180649414051 0.07822904434157835 0.07840551850347 0.07817310388406902 0.0784475017420123 0.07805905825571263 0.07855833942540419 0.07857265784308248 0.07886688059111976 0.07843240459964584 0.07869764458705403 0.07867666984214815 0.07823973466384467 0.07872025392331422 0.0785440304959563 0.07814184484514154 0.07852891420279526
6 90 0.07470117360677117 0 0 0.07432877873223852 0.07399275166259754 0.0744439010620149 0.07411180968617184 0.0743063174559062 0.07417730621985966 0.07436718021651181 0.07450265122793098 0.07430539629808026 0.07457574227972229 0.07441155278606212 0.07464729078572548 0.07453917192840728 0.07440827038691526 0.0746444693716108 0.07472028471476615 0.0739855918328847 0.07468574694758912 0.07439403048802366 0.07419042548952075 0.07461387020053853 0.0743014486831477 0.07440836639652328 0.07378349809849186 0.07429111421776495 0.07430714354015551 0.07436251754488374 0.07420162372411382 0.07445533578351933 0.0738925231014992 0.0745538850187375 0.07460770391702833 0.07491854086022967 0.0743895724953071 0.07460971045856256 0.07466428410069378 0.07419491737776991 0.07464302913837394 0.07435415662689289 0.07434279427603353 0.0744139573979678
7 105 0.07146970079812112 0 0 0.07119544358883559 0.07082379710742553 0.0713562049795427 0.07105803351603653 0.07081799626793261 0.07091986659193772 0.0711129254780505 0.07115863726891554 0.07101614027850202 0.07143170248185331 0.07129867661710353 0.07134887286287289 0.07136220172151259 0.07119001156735293 0.07123254243326226 0.0714059103294214 0.07080649075257088 0.07134106808479207 0.07106358463122003 0.0708176523012017 0.07133538064487123 0.07117588810167429 0.07122242337598947 0.07051729304030391 0.07093302726779004 0.07102825712684031 0.07108273228665853 0.07073696965844456 0.07116209740068294 0.07078058671993849 0.07138862685772918 0.07121625400775174 0.07171374057367301 0.0711710031073443 0.0713172682409682 0.0715390751437276 0.07068599304114219 0.07146920150816478 0.07101044339649833 0.07117256163155015 0.07113627466850618
8 120 0.06851251597752989 0 0 0.06819301641984497 0.06766602493643457 0.0684022876231578 0.06803795359606041 0.06780789139760997 0.06790700799730091 0.06805604148874289 0.0681735331500269 0.06801134237814832 0.06842433105117045 0.06835143419539605 0.06815399998728187 0.0683819244473668 0.06832396023753054 0.0683439683353482 0.0683826855409717 0.06777314861725699 0.06835507576368427 0.06788540541385533 0.06797850206960343 0.06838721722062611 0.06809894366414453 0.06824756952345286 0.0676752290339805 0.06806117152222706 0.06818487964623593 0.06804687573683581 0.0679466972565815 0.06845115362953005 0.06783324872745881 0.06814440683331671 0.06820223971423434 0.06878185874877424 0.06807045375016048 0.06839954983030697 0.06839786307974417 0.06758647525512407 0.068461838606886 0.06809023574864355 0.06815875594698731 0.06818530895000217
9 135 0.06525356867713668 0 0 0.06487388229023519 0.06450010893652873 0.06510223109014325 0.06489977466116992 0.06452961986295505 0.06464167386013775 0.06476377566277089 0.06498680352424677 0.06435672200053288 0.0651899518622439 0.06519976687452873 0.0648926245215495 0.06508277340026579 0.06496814650137059 0.064980478730309 0.06507581442191951 0.06456078208212755 0.06492114055923225 0.06472868283140121 0.06495156352776203 0.06519542336060072 0.06483304833415696 0.06496028979602275 0.06445036240511598 0.0647669404662362 0.0648879353518183 0.06474230292326005 0.06454860890894983 0.0650892107013237 0.06484962201066584 0.06499005559322543 0.06487984513328052 0.06555401218388085 0.06468379624296017 0.06474802132515904 0.06519870101176256 0.06435944565488792 0.06522523193302456 0.06477851426939496 0.06483326250920274 0.06502294582454696
10 150 0.06198101856640009 0 0 0.061666626441531286 0.06123700374629534 0.06187453493424197 0.06158655481243954 0.06103185002278072 0.061516515472777436 0.06138386934381065 0.06184470251622256 0.0610137603264824 0.06188818543557735 0.0618628638209807 0.061421012238901 0.06176250020106768 0.06167912725510728 0.06172981754914691 0.061790085632933305 0.06130854440042756 0.0615983360541894 0.06143536087858621 0.06178005098729583 0.06183767454273164 0.061551292113374706 0.06161715807192148 0.06119819682949486 0.061382061615053496 0.06153274682255186 0.061356975675085176 0.061152404757106114 0.061877273459371655 0.06150008992106313 0.06172697612551845 0.06132171173471338 0.062324210104048205 0.061423432489367984 0.061555135858008043 0.06183596829164095 0.06113760242106452 0.06191501244342415 0.061399882257463116 0.06164755250460764 0.06174365844468572
