% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=641995, Tue Jan 16 20:01:48 2024, <python>{}</python>
1 15 0.09465921393164614 1.0000487816775923 14.214599414049495 1.4214599414049495e+01 18.447267551081794 23.59737884106686   
2 30 0.09030220748068987 1.0484649659015841 13.218351160470704 1.3218351160470704e+01 18.688982748832217 25.533012989442124   
3 45 0.08645366191167206 1.0538855098228581 13.218351160470704 1.3857619524298750e+01 19.103072399693527 23.901661142869703   
4 60 0.08313625364339239 1.0612948106874789 13.218351160470704 1.5424992592698626e+01 18.56486833291487 22.34523406610307   
5 75 0.07868804677092668 1.071639529326207 13.218351160470704 1.4593111638195543e+01 16.771165353692282 25.11441883210851   
6 90 0.07470117360677117 1.0772591477799196 10.26674128940549 1.0266741289405489e+01 15.633049565568598 21.744178398400116   
7 105 0.07146970079812112 1.0797960251850653 10.26674128940549 1.1117934107468775e+01 16.97522219345626 19.480631032211598   
8 120 0.06851251597752989 1.0887846408233994 10.26674128940549 1.1425701802581017e+01 14.359604140733177 19.65627541281184   
9 135 0.06525356867713668 1.0934149365302919 10.26674128940549 1.1231823077418293e+01 13.850942628623928 17.83259235520085   
10 150 0.06198101856640009 1.0980902344781314 9.211539474418881 9.2115394744188812e+00 13.288790139817262 17.74161425089267   
11 165 0.059721123827225504 1.104402872944747 9.211539474418881 9.8265761275850885e+00 12.027056508539827 15.118857011937873   
12 180 0.05738354083672549 1.106036368912864 9.211539474418881 1.0353634340620543e+01 11.734782579211966 14.130575520606332   
13 195 0.05470079221720183 1.1108653304500737 9.211539474418881 9.5627433214752795e+00 11.716825615437228 15.287547346864066   
14 210 0.05218799826072439 1.1111603408969042 8.10360765332282 8.1036076533228201e+00 12.273515825111527 13.705418631729057   
15 225 0.04943215729923514 1.1146878993526863 8.10360765332282 8.1534877152407041e+00 9.864324273294704 13.152915135549595   
16 240 0.047437824537765384 1.1183291427736857 6.24479723710944 6.2447972371094398e+00 9.149898278984814 11.924757018191505   
17 255 0.04584918563045609 1.1182628256665061 5.905897297330946 5.9058972973309460e+00 9.794424299904312 12.354631344692367   
18 270 0.04439122663693925 1.1249750416024569 5.905897297330946 6.6911449164709236e+00 9.47540546591536 10.43422406734981   
19 285 0.04287495628180756 1.128414325617903 5.905897297330946 5.9686135100473985e+00 8.670508553680257 10.524985172628782   
20 300 0.04152012949698758 1.1251516988171952 4.812389388283585 4.8123893882835853e+00 7.213000166066427 10.200287509166923   
21 315 0.03988877967842961 1.1292809331874814 4.812389388283585 5.6373363488933554e+00 7.287486467820234 9.143906260031251   
22 330 0.038213676444684215 1.1364897211915839 4.812389388283585 5.6485679365566668e+00 6.910525377395633 8.130943271777044   
23 345 0.03689355588930492 1.1414658176758954 4.812389388283585 5.0063958849580530e+00 6.26215754317517 8.260382300737188   
